,fname,label,aso_id,manually_verified,noisy_small
10193,28564.wav,Piano,/m/05r5c,0,0
10194,101050.wav,Engine,/m/02mk9,0,0
10195,410928.wav,Wind,/m/03m9d0z,0,0
10196,107637.wav,Slam,/m/07rjzl8,1,0
10197,148550.wav,Piano,/m/05r5c,0,1
10198,250263.wav,Wind,/m/03m9d0z,0,1
10199,202520.wav,Glass,/m/039jq,0,0
10200,154787.wav,Glass,/m/039jq,0,0
10201,386385.wav,Fire,/m/02_41,1,0
10202,6584.wav,Wind,/m/03m9d0z,0,0
10203,3541.wav,Bass_guitar,/m/018vs,0,0
10204,72169.wav,Fart,/m/02_nn,0,0
10205,119917.wav,Glass,/m/039jq,0,0
10206,88880.wav,Glass,/m/039jq,0,0
10207,146782.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10208,359137.wav,Coin_(dropping),/m/0242l,0,0
10209,349359.wav,Wind,/m/03m9d0z,0,0
10210,232355.wav,Acoustic_guitar,/m/042v_gx,0,0
10211,330275.wav,Slam,/m/07rjzl8,0,0
10212,337341.wav,Squeak,/m/07q6cd_,0,0
10213,65174.wav,Fire,/m/02_41,1,0
10214,335754.wav,Slam,/m/07rjzl8,1,0
10215,190001.wav,Wind,/m/03m9d0z,0,0
10216,272219.wav,Tearing,/m/07qcx4z,0,0
10217,191436.wav,Coin_(dropping),/m/0242l,0,0
10218,336650.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10219,50985.wav,Crash_cymbal,/m/0bm0k,0,0
10220,109747.wav,Fireworks,/m/0g6b5,0,1
10221,209046.wav,Wind,/m/03m9d0z,0,0
10222,267935.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10223,138808.wav,Hi-hat,/m/03qtq,0,0
10224,135104.wav,Rain,/m/06mb1,0,0
10225,251839.wav,Piano,/m/05r5c,0,0
10226,64522.wav,Fart,/m/02_nn,0,0
10227,50954.wav,Hi-hat,/m/03qtq,0,0
10228,383014.wav,Clapping,/m/0l15bq,0,0
10229,380806.wav,Wind,/m/03m9d0z,0,0
10230,223180.wav,Tearing,/m/07qcx4z,0,0
10231,252823.wav,Clapping,/m/0l15bq,0,0
10232,367422.wav,Slam,/m/07rjzl8,1,0
10233,323496.wav,Fire,/m/02_41,0,0
10234,273787.wav,Hi-hat,/m/03qtq,0,0
10235,413867.wav,Bass_guitar,/m/018vs,0,0
10236,337304.wav,Piano,/m/05r5c,0,0
10237,415707.wav,Bass_guitar,/m/018vs,0,0
10238,250776.wav,Squeak,/m/07q6cd_,0,0
10239,324243.wav,Coin_(dropping),/m/0242l,0,1
10240,159082.wav,Tearing,/m/07qcx4z,0,0
10241,340231.wav,Rain,/m/06mb1,0,0
10242,181338.wav,Wind,/m/03m9d0z,0,0
10243,104220.wav,Crash_cymbal,/m/0bm0k,0,0
10244,160196.wav,Bass_guitar,/m/018vs,0,0
10245,350135.wav,Piano,/m/05r5c,0,0
10246,271405.wav,Hi-hat,/m/03qtq,0,0
10247,378636.wav,Fire,/m/02_41,1,0
10248,237750.wav,Fireworks,/m/0g6b5,0,0
10249,434110.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10250,97554.wav,Dishes_and_pots_and_pans,/m/04brg2,1,0
10251,331981.wav,Glass,/m/039jq,0,0
10252,183545.wav,Fart,/m/02_nn,0,0
10253,231722.wav,Engine,/m/02mk9,0,0
10254,138926.wav,Hi-hat,/m/03qtq,0,0
10255,340627.wav,Engine,/m/02mk9,1,0
10256,50955.wav,Hi-hat,/m/03qtq,0,0
10257,353018.wav,Bass_guitar,/m/018vs,0,0
10258,97737.wav,Fart,/m/02_nn,0,0
10259,369092.wav,Squeak,/m/07q6cd_,0,0
10260,50727.wav,Hi-hat,/m/03qtq,0,0
10261,163302.wav,Bass_guitar,/m/018vs,0,0
10262,176522.wav,Piano,/m/05r5c,0,0
10263,202898.wav,Rain,/m/06mb1,0,0
10264,104078.wav,Wind,/m/03m9d0z,0,0
10265,402744.wav,Engine,/m/02mk9,0,0
10266,68956.wav,Squeak,/m/07q6cd_,0,0
10267,58496.wav,Engine,/m/02mk9,0,0
10268,348768.wav,Fire,/m/02_41,0,0
10269,409721.wav,Slam,/m/07rjzl8,0,0
10270,209656.wav,Slam,/m/07rjzl8,0,0
10271,367077.wav,Clapping,/m/0l15bq,0,0
10272,183040.wav,Acoustic_guitar,/m/042v_gx,1,0
10273,58062.wav,Acoustic_guitar,/m/042v_gx,0,0
10274,44364.wav,Acoustic_guitar,/m/042v_gx,1,0
10275,251086.wav,Acoustic_guitar,/m/042v_gx,0,1
10276,186740.wav,Squeak,/m/07q6cd_,0,0
10277,140678.wav,Crash_cymbal,/m/0bm0k,0,0
10278,35190.wav,Fire,/m/02_41,0,0
10279,20717.wav,Clapping,/m/0l15bq,0,0
10280,424338.wav,Engine,/m/02mk9,0,0
10281,233460.wav,Fire,/m/02_41,0,0
10282,394784.wav,Glass,/m/039jq,0,1
10283,66024.wav,Fart,/m/02_nn,0,0
10284,73104.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10285,260950.wav,Slam,/m/07rjzl8,0,0
10286,263082.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10287,337321.wav,Squeak,/m/07q6cd_,0,1
10288,349963.wav,Piano,/m/05r5c,0,0
10289,361727.wav,Clapping,/m/0l15bq,0,0
10290,178890.wav,Glass,/m/039jq,0,0
10291,424500.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10292,382744.wav,Rain,/m/06mb1,0,0
10293,420295.wav,Wind,/m/03m9d0z,0,0
10294,369779.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10295,256862.wav,Wind,/m/03m9d0z,0,0
10296,58077.wav,Acoustic_guitar,/m/042v_gx,0,0
10297,340040.wav,Acoustic_guitar,/m/042v_gx,0,0
10298,140721.wav,Fireworks,/m/0g6b5,0,0
10299,12884.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10300,252530.wav,Piano,/m/05r5c,0,0
10301,361182.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10302,127980.wav,Engine,/m/02mk9,1,0
10303,399357.wav,Wind,/m/03m9d0z,0,0
10304,60474.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10305,117620.wav,Slam,/m/07rjzl8,0,0
10306,201105.wav,Wind,/m/03m9d0z,0,0
10307,257468.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10308,7621.wav,Bass_guitar,/m/018vs,0,0
10309,337342.wav,Squeak,/m/07q6cd_,0,0
10310,60015.wav,Wind,/m/03m9d0z,0,0
10311,335695.wav,Fire,/m/02_41,0,0
10312,343970.wav,Squeak,/m/07q6cd_,1,0
10313,426.wav,Hi-hat,/m/03qtq,0,0
10314,123217.wav,Crash_cymbal,/m/0bm0k,0,0
10315,316912.wav,Piano,/m/05r5c,1,0
10316,138859.wav,Hi-hat,/m/03qtq,0,0
10317,138454.wav,Piano,/m/05r5c,0,0
10318,148994.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10319,339994.wav,Slam,/m/07rjzl8,0,1
10320,35035.wav,Clapping,/m/0l15bq,0,0
10321,84685.wav,Rain,/m/06mb1,0,0
10322,251101.wav,Acoustic_guitar,/m/042v_gx,0,0
10323,137557.wav,Hi-hat,/m/03qtq,0,0
10324,66865.wav,Fart,/m/02_nn,0,1
10325,161315.wav,Coin_(dropping),/m/0242l,0,0
10326,251078.wav,Acoustic_guitar,/m/042v_gx,0,0
10327,199752.wav,Wind,/m/03m9d0z,0,0
10328,383123.wav,Squeak,/m/07q6cd_,0,0
10329,271413.wav,Hi-hat,/m/03qtq,0,0
10330,434270.wav,Fireworks,/m/0g6b5,0,0
10331,232234.wav,Squeak,/m/07q6cd_,0,0
10332,124913.wav,Engine,/m/02mk9,0,0
10333,52256.wav,Squeak,/m/07q6cd_,0,0
10334,23086.wav,Rain,/m/06mb1,0,1
10335,91471.wav,Fart,/m/02_nn,0,0
10336,162514.wav,Engine,/m/02mk9,1,0
10337,66108.wav,Bass_guitar,/m/018vs,0,0
10338,182916.wav,Wind,/m/03m9d0z,0,0
10339,268375.wav,Engine,/m/02mk9,0,0
10340,235596.wav,Glass,/m/039jq,0,0
10341,217913.wav,Engine,/m/02mk9,0,0
10342,260465.wav,Crash_cymbal,/m/0bm0k,0,1
10343,434272.wav,Fireworks,/m/0g6b5,0,0
10344,46567.wav,Crash_cymbal,/m/0bm0k,0,0
10345,119907.wav,Tearing,/m/07qcx4z,0,0
10346,123194.wav,Crash_cymbal,/m/0bm0k,0,0
10347,266657.wav,Squeak,/m/07q6cd_,0,0
10348,181180.wav,Bass_guitar,/m/018vs,0,0
10349,243803.wav,Clapping,/m/0l15bq,0,0
10350,245856.wav,Fire,/m/02_41,0,0
10351,181758.wav,Coin_(dropping),/m/0242l,1,0
10352,183741.wav,Acoustic_guitar,/m/042v_gx,0,0
10353,22457.wav,Fire,/m/02_41,0,0
10354,125618.wav,Squeak,/m/07q6cd_,0,0
10355,70122.wav,Engine,/m/02mk9,1,0
10356,109792.wav,Squeak,/m/07q6cd_,0,0
10357,120468.wav,Fart,/m/02_nn,0,0
10358,201774.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10359,421835.wav,Slam,/m/07rjzl8,0,0
10360,98053.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10361,435262.wav,Fart,/m/02_nn,0,0
10362,180674.wav,Squeak,/m/07q6cd_,0,0
10363,362619.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10364,1325.wav,Bass_guitar,/m/018vs,0,0
10365,208933.wav,Dishes_and_pots_and_pans,/m/04brg2,0,1
10366,270085.wav,Crash_cymbal,/m/0bm0k,1,0
10367,232841.wav,Fire,/m/02_41,0,0
10368,398779.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10369,239489.wav,Wind,/m/03m9d0z,0,0
10370,119916.wav,Squeak,/m/07q6cd_,0,0
10371,164306.wav,Engine,/m/02mk9,0,1
10372,349109.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10373,232663.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10374,131786.wav,Clapping,/m/0l15bq,0,0
10375,46151.wav,Hi-hat,/m/03qtq,0,0
10376,50403.wav,Wind,/m/03m9d0z,0,0
10377,339968.wav,Coin_(dropping),/m/0242l,0,0
10378,81997.wav,Bass_guitar,/m/018vs,0,0
10379,172748.wav,Fire,/m/02_41,0,0
10380,429447.wav,Clapping,/m/0l15bq,0,0
10381,97382.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10382,270413.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10383,50731.wav,Hi-hat,/m/03qtq,0,0
10384,390179.wav,Glass,/m/039jq,0,0
10385,10351.wav,Piano,/m/05r5c,0,0
10386,195905.wav,Glass,/m/039jq,0,0
10387,400409.wav,Fire,/m/02_41,0,0
10388,51403.wav,Fireworks,/m/0g6b5,0,0
10389,54510.wav,Engine,/m/02mk9,0,0
10390,72667.wav,Squeak,/m/07q6cd_,0,1
10391,25625.wav,Crash_cymbal,/m/0bm0k,0,0
10392,159637.wav,Bass_guitar,/m/018vs,0,0
10393,165786.wav,Engine,/m/02mk9,0,1
10394,344620.wav,Squeak,/m/07q6cd_,0,0
10395,137690.wav,Hi-hat,/m/03qtq,0,0
10396,46629.wav,Writing,/m/081rb,0,0
10397,70161.wav,Engine,/m/02mk9,1,0
10398,22939.wav,Engine,/m/02mk9,0,1
10399,179898.wav,Wind,/m/03m9d0z,0,0
10400,214061.wav,Slam,/m/07rjzl8,0,0
10401,118006.wav,Crash_cymbal,/m/0bm0k,0,0
10402,208908.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10403,38330.wav,Bass_guitar,/m/018vs,0,0
10404,75032.wav,Hi-hat,/m/03qtq,0,0
10405,429052.wav,Wind,/m/03m9d0z,0,0
10406,219407.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10407,91444.wav,Wind,/m/03m9d0z,0,0
10408,428233.wav,Glass,/m/039jq,0,0
10409,408634.wav,Engine,/m/02mk9,0,1
10410,122816.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10411,365894.wav,Writing,/m/081rb,0,0
10412,173559.wav,Glass,/m/039jq,1,0
10413,57513.wav,Squeak,/m/07q6cd_,0,0
10414,259185.wav,Clapping,/m/0l15bq,0,0
10415,330094.wav,Crash_cymbal,/m/0bm0k,0,0
10416,246053.wav,Squeak,/m/07q6cd_,0,1
10417,240010.wav,Bass_guitar,/m/018vs,0,0
10418,394959.wav,Wind,/m/03m9d0z,0,0
10419,172891.wav,Squeak,/m/07q6cd_,0,0
10420,86480.wav,Bass_guitar,/m/018vs,0,0
10421,184935.wav,Squeak,/m/07q6cd_,0,0
10422,167509.wav,Fire,/m/02_41,0,0
10423,401751.wav,Engine,/m/02mk9,0,0
10424,234189.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10425,83093.wav,Fart,/m/02_nn,0,0
10426,54398.wav,Bass_guitar,/m/018vs,0,0
10427,264634.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10428,162970.wav,Bass_guitar,/m/018vs,0,1
10429,233634.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10430,160145.wav,Clapping,/m/0l15bq,1,0
10431,193877.wav,Fire,/m/02_41,0,0
10432,410394.wav,Fire,/m/02_41,0,0
10433,335930.wav,Writing,/m/081rb,1,0
10434,368343.wav,Crash_cymbal,/m/0bm0k,0,0
10435,218938.wav,Engine,/m/02mk9,0,0
10436,138894.wav,Hi-hat,/m/03qtq,0,0
10437,268354.wav,Engine,/m/02mk9,0,0
10438,184724.wav,Fire,/m/02_41,0,0
10439,58051.wav,Acoustic_guitar,/m/042v_gx,0,0
10440,340299.wav,Squeak,/m/07q6cd_,0,0
10441,176557.wav,Squeak,/m/07q6cd_,0,0
10442,100931.wav,Engine,/m/02mk9,0,0
10443,257052.wav,Squeak,/m/07q6cd_,0,0
10444,234957.wav,Rain,/m/06mb1,0,1
10445,173547.wav,Hi-hat,/m/03qtq,0,0
10446,364697.wav,Tearing,/m/07qcx4z,0,0
10447,149478.wav,Crash_cymbal,/m/0bm0k,0,0
10448,65161.wav,Fart,/m/02_nn,0,0
10449,546.wav,Fart,/m/02_nn,0,0
10450,151172.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10451,410830.wav,Wind,/m/03m9d0z,0,0
10452,239715.wav,Bass_guitar,/m/018vs,0,0
10453,208948.wav,Coin_(dropping),/m/0242l,0,0
10454,390144.wav,Slam,/m/07rjzl8,0,0
10455,100327.wav,Fart,/m/02_nn,0,0
10456,418903.wav,Tearing,/m/07qcx4z,0,0
10457,136793.wav,Engine,/m/02mk9,0,0
10458,269858.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10459,120188.wav,Squeak,/m/07q6cd_,0,0
10460,41658.wav,Acoustic_guitar,/m/042v_gx,0,0
10461,148760.wav,Piano,/m/05r5c,0,0
10462,415334.wav,Engine,/m/02mk9,0,0
10463,401305.wav,Writing,/m/081rb,0,0
10464,264987.wav,Coin_(dropping),/m/0242l,1,0
10465,269908.wav,Crash_cymbal,/m/0bm0k,0,1
10466,341467.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10467,95738.wav,Wind,/m/03m9d0z,0,0
10468,386751.wav,Fire,/m/02_41,0,0
10469,128021.wav,Fire,/m/02_41,0,0
10470,199953.wav,Wind,/m/03m9d0z,1,0
10471,388332.wav,Rain,/m/06mb1,0,0
10472,155186.wav,Coin_(dropping),/m/0242l,0,0
10473,316041.wav,Piano,/m/05r5c,1,0
10474,411390.wav,Bass_guitar,/m/018vs,0,0
10475,108672.wav,Squeak,/m/07q6cd_,0,0
10476,256580.wav,Coin_(dropping),/m/0242l,0,0
10477,404435.wav,Fireworks,/m/0g6b5,0,0
10478,39178.wav,Piano,/m/05r5c,0,0
10479,97539.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10480,335949.wav,Writing,/m/081rb,1,0
10481,175410.wav,Squeak,/m/07q6cd_,0,0
10482,58063.wav,Acoustic_guitar,/m/042v_gx,0,0
10483,340555.wav,Crash_cymbal,/m/0bm0k,0,0
10484,89088.wav,Fart,/m/02_nn,0,0
10485,183550.wav,Fart,/m/02_nn,0,0
10486,191862.wav,Piano,/m/05r5c,0,0
10487,390164.wav,Glass,/m/039jq,0,0
10488,120233.wav,Bass_guitar,/m/018vs,0,0
10489,339791.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10490,391688.wav,Wind,/m/03m9d0z,0,0
10491,148552.wav,Piano,/m/05r5c,0,0
10492,126512.wav,Piano,/m/05r5c,0,0
10493,150101.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10494,160502.wav,Coin_(dropping),/m/0242l,1,0
10495,138923.wav,Hi-hat,/m/03qtq,0,0
10496,104213.wav,Crash_cymbal,/m/0bm0k,0,0
10497,28734.wav,Hi-hat,/m/03qtq,0,0
10498,85577.wav,Clapping,/m/0l15bq,0,0
10499,152661.wav,Engine,/m/02mk9,1,0
10500,251110.wav,Acoustic_guitar,/m/042v_gx,0,0
10501,345059.wav,Engine,/m/02mk9,0,0
10502,408009.wav,Coin_(dropping),/m/0242l,0,0
10503,245301.wav,Crash_cymbal,/m/0bm0k,0,0
10504,208937.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10505,410724.wav,Slam,/m/07rjzl8,0,0
10506,178737.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10507,37774.wav,Wind,/m/03m9d0z,0,0
10508,232232.wav,Squeak,/m/07q6cd_,0,0
10509,198576.wav,Clapping,/m/0l15bq,0,0
10510,183081.wav,Acoustic_guitar,/m/042v_gx,0,0
10511,39207.wav,Piano,/m/05r5c,1,0
10512,72061.wav,Fire,/m/02_41,0,0
10513,361717.wav,Clapping,/m/0l15bq,1,0
10514,336579.wav,Coin_(dropping),/m/0242l,1,0
10515,388370.wav,Engine,/m/02mk9,0,0
10516,409232.wav,Tearing,/m/07qcx4z,0,0
10517,58589.wav,Hi-hat,/m/03qtq,0,0
10518,248240.wav,Fire,/m/02_41,0,0
10519,245891.wav,Fart,/m/02_nn,0,0
10520,137626.wav,Hi-hat,/m/03qtq,0,0
10521,183796.wav,Acoustic_guitar,/m/042v_gx,1,0
10522,68717.wav,Glass,/m/039jq,0,1
10523,28562.wav,Piano,/m/05r5c,0,0
10524,144244.wav,Slam,/m/07rjzl8,0,0
10525,239789.wav,Bass_guitar,/m/018vs,0,0
10526,236848.wav,Squeak,/m/07q6cd_,0,0
10527,376607.wav,Crash_cymbal,/m/0bm0k,0,0
10528,402933.wav,Coin_(dropping),/m/0242l,0,0
10529,210004.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10530,321705.wav,Squeak,/m/07q6cd_,0,0
10531,80398.wav,Clapping,/m/0l15bq,0,0
10532,369823.wav,Clapping,/m/0l15bq,0,0
10533,352383.wav,Squeak,/m/07q6cd_,0,0
10534,382498.wav,Piano,/m/05r5c,0,0
10535,388613.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10536,340308.wav,Squeak,/m/07q6cd_,0,0
10537,208904.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10538,431812.wav,Crash_cymbal,/m/0bm0k,0,0
10539,431495.wav,Bass_guitar,/m/018vs,0,1
10540,419433.wav,Writing,/m/081rb,0,0
10541,117031.wav,Crash_cymbal,/m/0bm0k,0,0
10542,138125.wav,Glass,/m/039jq,0,0
10543,165166.wav,Engine,/m/02mk9,0,0
10544,188525.wav,Glass,/m/039jq,0,0
10545,251116.wav,Acoustic_guitar,/m/042v_gx,1,0
10546,407780.wav,Fire,/m/02_41,0,0
10547,219563.wav,Slam,/m/07rjzl8,0,0
10548,323638.wav,Rain,/m/06mb1,0,1
10549,369051.wav,Slam,/m/07rjzl8,0,0
10550,396580.wav,Coin_(dropping),/m/0242l,0,1
10551,427911.wav,Tearing,/m/07qcx4z,0,0
10552,56262.wav,Crash_cymbal,/m/0bm0k,0,0
10553,61935.wav,Squeak,/m/07q6cd_,0,0
10554,268373.wav,Engine,/m/02mk9,0,0
10555,62853.wav,Engine,/m/02mk9,0,0
10556,9822.wav,Bass_guitar,/m/018vs,0,0
10557,16782.wav,Wind,/m/03m9d0z,0,0
10558,94987.wav,Glass,/m/039jq,1,0
10559,403168.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10560,257348.wav,Glass,/m/039jq,0,0
10561,88831.wav,Squeak,/m/07q6cd_,0,0
10562,431550.wav,Piano,/m/05r5c,0,0
10563,173538.wav,Hi-hat,/m/03qtq,0,0
10564,342874.wav,Slam,/m/07rjzl8,0,0
10565,338063.wav,Engine,/m/02mk9,0,0
10566,215981.wav,Writing,/m/081rb,0,1
10567,253860.wav,Fart,/m/02_nn,0,0
10568,16925.wav,Bass_guitar,/m/018vs,0,0
10569,188190.wav,Glass,/m/039jq,0,0
10570,348852.wav,Engine,/m/02mk9,0,0
10571,377121.wav,Squeak,/m/07q6cd_,0,0
10572,94292.wav,Slam,/m/07rjzl8,0,0
10573,255670.wav,Glass,/m/039jq,0,0
10574,262424.wav,Fart,/m/02_nn,0,0
10575,270218.wav,Squeak,/m/07q6cd_,0,0
10576,239668.wav,Bass_guitar,/m/018vs,1,0
10577,100339.wav,Fart,/m/02_nn,0,0
10578,322054.wav,Engine,/m/02mk9,0,1
10579,410404.wav,Fire,/m/02_41,0,0
10580,337702.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10581,267710.wav,Fire,/m/02_41,0,0
10582,352796.wav,Glass,/m/039jq,0,0
10583,234179.wav,Squeak,/m/07q6cd_,0,1
10584,338905.wav,Clapping,/m/0l15bq,0,0
10585,221785.wav,Dishes_and_pots_and_pans,/m/04brg2,1,0
10586,137680.wav,Hi-hat,/m/03qtq,0,0
10587,123183.wav,Crash_cymbal,/m/0bm0k,0,0
10588,239687.wav,Bass_guitar,/m/018vs,0,0
10589,157151.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10590,198699.wav,Engine,/m/02mk9,0,0
10591,253835.wav,Fart,/m/02_nn,0,0
10592,250997.wav,Slam,/m/07rjzl8,0,1
10593,256251.wav,Glass,/m/039jq,0,0
10594,239664.wav,Bass_guitar,/m/018vs,0,0
10595,214359.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10596,350724.wav,Wind,/m/03m9d0z,0,0
10597,115256.wav,Rain,/m/06mb1,1,0
10598,72656.wav,Squeak,/m/07q6cd_,0,0
10599,118571.wav,Squeak,/m/07q6cd_,0,0
10600,237754.wav,Fireworks,/m/0g6b5,0,0
10601,8555.wav,Acoustic_guitar,/m/042v_gx,0,0
10602,31819.wav,Slam,/m/07rjzl8,0,0
10603,369835.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10604,137563.wav,Hi-hat,/m/03qtq,0,0
10605,263680.wav,Clapping,/m/0l15bq,0,0
10606,183770.wav,Acoustic_guitar,/m/042v_gx,0,1
10607,209471.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10608,152644.wav,Crash_cymbal,/m/0bm0k,0,0
10609,415893.wav,Fire,/m/02_41,0,0
10610,379440.wav,Glass,/m/039jq,1,0
10611,136074.wav,Crash_cymbal,/m/0bm0k,0,0
10612,13248.wav,Hi-hat,/m/03qtq,0,0
10613,138901.wav,Hi-hat,/m/03qtq,0,0
10614,194683.wav,Glass,/m/039jq,1,0
10615,371200.wav,Engine,/m/02mk9,0,1
10616,272547.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10617,272109.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10618,253241.wav,Piano,/m/05r5c,0,0
10619,399870.wav,Rain,/m/06mb1,0,0
10620,239226.wav,Clapping,/m/0l15bq,0,0
10621,252610.wav,Piano,/m/05r5c,0,0
10622,216879.wav,Slam,/m/07rjzl8,0,0
10623,423333.wav,Coin_(dropping),/m/0242l,1,0
10624,138791.wav,Hi-hat,/m/03qtq,1,0
10625,345430.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10626,217357.wav,Engine,/m/02mk9,0,0
10627,82443.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10628,346144.wav,Fart,/m/02_nn,0,0
10629,92856.wav,Fart,/m/02_nn,1,0
10630,156638.wav,Engine,/m/02mk9,0,0
10631,137629.wav,Hi-hat,/m/03qtq,0,0
10632,330880.wav,Bass_guitar,/m/018vs,0,0
10633,119930.wav,Tearing,/m/07qcx4z,0,0
10634,435280.wav,Fart,/m/02_nn,0,0
10635,187283.wav,Slam,/m/07rjzl8,0,0
10636,367273.wav,Coin_(dropping),/m/0242l,0,1
10637,57510.wav,Squeak,/m/07q6cd_,0,0
10638,423831.wav,Slam,/m/07rjzl8,0,0
10639,34201.wav,Crash_cymbal,/m/0bm0k,0,0
10640,271410.wav,Hi-hat,/m/03qtq,0,0
10641,38648.wav,Glass,/m/039jq,0,0
10642,343092.wav,Fireworks,/m/0g6b5,0,0
10643,273786.wav,Hi-hat,/m/03qtq,0,0
10644,122417.wav,Piano,/m/05r5c,0,0
10645,343696.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10646,234244.wav,Slam,/m/07rjzl8,0,0
10647,50758.wav,Clapping,/m/0l15bq,0,0
10648,432846.wav,Wind,/m/03m9d0z,0,0
10649,82930.wav,Acoustic_guitar,/m/042v_gx,0,0
10650,138943.wav,Hi-hat,/m/03qtq,0,0
10651,379050.wav,Coin_(dropping),/m/0242l,0,0
10652,102689.wav,Wind,/m/03m9d0z,0,0
10653,144205.wav,Slam,/m/07rjzl8,0,0
10654,120176.wav,Squeak,/m/07q6cd_,0,0
10655,341453.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10656,198672.wav,Engine,/m/02mk9,0,0
10657,217961.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10658,103325.wav,Wind,/m/03m9d0z,0,0
10659,39103.wav,Fire,/m/02_41,0,0
10660,125362.wav,Engine,/m/02mk9,0,0
10661,140519.wav,Hi-hat,/m/03qtq,0,0
10662,189190.wav,Clapping,/m/0l15bq,0,0
10663,432469.wav,Rain,/m/06mb1,0,0
10664,75266.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10665,251128.wav,Acoustic_guitar,/m/042v_gx,1,0
10666,92855.wav,Fart,/m/02_nn,0,0
10667,120544.wav,Crash_cymbal,/m/0bm0k,0,0
10668,269754.wav,Crash_cymbal,/m/0bm0k,0,0
10669,376838.wav,Fire,/m/02_41,0,0
10670,321385.wav,Walk_or_footsteps,/m/07pbtc8,0,0
10671,371629.wav,Clapping,/m/0l15bq,0,0
10672,405426.wav,Coin_(dropping),/m/0242l,0,0
10673,116343.wav,Slam,/m/07rjzl8,0,0
10674,342681.wav,Slam,/m/07rjzl8,0,0
10675,46170.wav,Hi-hat,/m/03qtq,0,0
10676,252392.wav,Piano,/m/05r5c,0,0
10677,88849.wav,Glass,/m/039jq,0,0
10678,354023.wav,Wind,/m/03m9d0z,0,0
10679,46093.wav,Fire,/m/02_41,0,0
10680,379295.wav,Walk_or_footsteps,/m/07pbtc8,0,1
10681,337345.wav,Squeak,/m/07q6cd_,0,0
10682,236323.wav,Squeak,/m/07q6cd_,0,0
10683,365516.wav,Writing,/m/081rb,0,0
10684,89791.wav,Tearing,/m/07qcx4z,0,0
10685,77250.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
10686,349828.wav,Fireworks,/m/0g6b5,0,0
10687,266078.wav,Bass_guitar,/m/018vs,0,0
10688,349946.wav,Piano,/m/05r5c,0,0
10689,251877.wav,Acoustic_guitar,/m/042v_gx,0,0
10690,191628.wav,Clapping,/m/0l15bq,0,0
10691,317089.wav,Hi-hat,/m/03qtq,0,1
10692,127738.wav,Piano,/m/05r5c,0,0
10693,47811.wav,Glass,/m/039jq,0,0
